host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_is_superhost
38736682,Martijn,2015-07-17,1,0.92,f
1899894,Anna,2012-03-11,,,f
3920533,Ellen,2012-10-19,1,1,f
619612,Aurora,2011-05-24,,,f
26624234,Veronique,2015-01-24,0.85,0.75,f
35610219,Sharon,2015-06-12,1,0.67,f
25551887,Gijs,2015-01-03,1,1,f
31953853,Anna,2015-04-26,,,f
6999042,Douwe&Niki,2013-06-19,1,1,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
28640737,Hannah,2015-03-02,1,1,f
39512277,Sabine,2015-07-25,1,1,f
15923462,Monique,2014-05-24,1,1,f
1598282,Pamela,2012-01-12,0.76,0.86,f
17464267,Lisa,2014-06-30,,,f
5818613,Jovelle,2013-04-07,0.5,0.5,f
5559936,Rinse,2013-03-21,1,0,f
9851820,Kandan,2013-11-06,0.83,0.5,f
1902079,Martijn,2012-03-11,1,0.75,f
14028714,Jacob,2014-04-08,1,0,f
38321178,Rik,2015-07-13,0.52,1,f
19041696,Reinoud,2014-07-28,0.6,1,f
1124563,Nicole,2011-09-07,1,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
3522528,Jaap,2012-09-10,1,1,t
4898287,Quintus (Dutch Guy) & Stevie (Louisiana Girl),2013-01-29,1,1,f
1829492,Fred,2012-02-29,0.91,0.91,f
31260200,Pasqual,2015-04-15,0.97,0.5,f
7248817,Freek,2013-07-02,0.96,0.92,f
34519246,Mareille,2015-05-29,1,1,f
5680826,Marielle And Tobias,2013-03-29,0.95,0.92,f
4898073,Caspar,2013-01-29,1,1,f
29968916,Melanie,2015-03-25,0.88,0.98,f
42364846,Ellen,2015-08-24,1,,f
3296959,Erik,2012-08-18,1,1,f
19840394,Linda,2014-08-11,0.57,0.5,f
7278134,Constanze,2013-07-04,1,1,f
3418459,Bram,2012-08-30,0.9,0.78,f
33878168,Max,2015-05-21,0.7,1,f
14834331,Coralie,2014-04-28,0.9,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
898904,Sietske,2011-07-31,1,1,f
2136677,Guy,2012-04-14,0.5,0.82,f
23284289,Rogier,2014-11-03,0.9,0.73,f
25538086,Saif,2015-01-03,0.91,1,f
29677387,Maurice,2015-03-20,0.8,1,f
2305945,Joris,2012-05-06,0.75,0.88,f
20081722,Femke & Maarten,2014-08-15,1,1,f
3328802,Dennis,2012-08-21,0.9,1,f
30999782,Elvira,2015-04-11,0.67,1,f
12177234,Hugo En Willemijn,2014-02-12,1,,f
2193528,Lucien,2012-04-22,0.8,1,f
11988372,Sylvia,2014-02-06,0.67,1,f
9517228,Xiomara Laura,2013-10-19,,,f
10825685,Roy,2013-12-26,1,1,f
14399838,Tamara,2014-04-17,1,1,f
21963726,Peter,2014-09-30,0.9,0.8,f
23342218,Jerry,2014-11-04,0.57,1,f
4951625,Sven,2013-02-03,1,0.67,f
17397619,Tamara,2014-06-29,,,t
10659488,Kyra,2013-12-16,,,f
468497,Lennart,2011-03-28,1,0.82,f
4008692,Valentin,2012-10-29,0.71,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
3920101,Ksenija,2012-10-19,0.94,0.89,f
6225831,Marcel,2013-05-04,,,f
7275544,Tony,2013-07-04,0.91,0.76,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
5022649,Jip,2013-02-09,1,0.94,f
10708068,Tom,2013-12-19,1,1,f
5751587,Trix,2013-04-03,1,,f
3910564,Esther,2012-10-18,1,0.94,f
24172992,Maaike,2014-11-26,0.5,1,f
40882165,Michelle,2015-08-08,1,1,f
5513568,Esther,2013-03-18,1,0.8,f
37545553,Jesper,2015-07-05,1,1,f
15171332,Barbra,2014-05-06,0.83,0.75,f
10326227,Dominique,2013-11-29,1,0,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
10659488,Kyra,2013-12-16,,,f
5889663,Tim,2013-04-12,0.8,0.66,f
2714856,Dicky,2012-06-22,0.89,1,f
669178,Sammy,2011-06-06,0.99,1,f
939224,Hotske,2011-08-08,0.94,0.86,f
38327559,Bernard,2015-07-13,0.82,0.8,f
6476903,Daan,2013-05-20,1,1,f
13214024,Merel,2014-03-17,1,0.91,t
10726948,Sarah,2013-12-20,1,0.9,f
34629623,Bas & Elleke,2015-05-31,0.69,0.73,f
30038837,Sjoerd,2015-03-26,1,0.58,f
18674170,Catharina,2014-07-22,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
4109781,Suzanne,2012-11-10,1,1,t
10403744,Jur,2013-12-03,1,0.79,f
10569558,Velvet,2013-12-11,0.9,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
14797355,Bram & Rose,2014-04-27,,,f
11691547,Joeri,2014-01-27,0.91,1,f
16453699,Willem,2014-06-06,,,f
6984067,Kasper Tang Ravnkilde,2013-06-18,,,f
31953948,Jorrit,2015-04-26,,,f
41602260,Bas,2015-08-16,1,1,f
3524814,Robbert & Germaine,2012-09-10,1,1,f
6227685,Mariette,2013-05-04,1,1,f
37762925,Nikita,2015-07-07,0.96,1,f
25164908,Laura,2014-12-24,0.98,0.81,f
16252420,Sebastiaan,2014-06-01,,,f
551716,Njord,2011-05-02,1,0.86,f
669178,Sammy,2011-06-06,0.99,1,f
11691547,Joeri,2014-01-27,0.91,1,f
715029,Rita,2011-06-18,1,0.94,f
27083965,Caz,2015-02-02,1,0.71,t
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
4263949,Robin,2012-11-27,0.96,0.73,f
3189491,Kim,2012-08-07,1,0.71,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
37064584,Eveline,2015-06-29,1,1,f
15172231,Maartje,2014-05-06,1,1,t
6730473,Wendela,2013-06-04,0.78,0.85,f
17139224,Sebastiaan,2014-06-23,1,0.87,f
1464510,Michiel,2011-12-02,0.96,0.99,f
23649965,Isabel,2014-11-12,1,,f
8448558,Annemieke,2013-08-27,1,0.75,f
35947303,Lior,2015-06-16,1,1,f
15130717,Xavi,2014-05-05,0.95,0.75,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
31136695,Vincent,2015-04-13,0.6,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
21320310,Ken & Kristi,2014-09-14,1,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
9200127,Anne,2013-10-03,,,f
3552147,Ebbe,2012-09-12,1,0.5,f
16140675,Willem,2014-05-29,1,0,f
1139469,Robert,2011-09-10,0.67,1,f
17280440,Frederic,2014-06-26,1,0.86,f
13947302,Marijke,2014-04-06,1,1,f
3598905,Auke,2012-09-17,1,0,f
26900466,Nicola,2015-01-29,1,0.94,t
10624699,Larissa,2013-12-14,1,1,f
29303782,Brenda,2015-03-14,0.9,0.6,f
25207284,Astrid,2014-12-26,,,f
32470084,Janneke,2015-05-03,1,1,f
32688431,Florine,2015-05-05,1,1,f
28153791,Jeanne,2015-02-22,1,0.53,f
24195898,Anne,2014-11-26,1,1,f
27953241,Jet,2015-02-18,1,0.86,f
4029981,An,2012-11-01,1,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
4938292,Dave,2013-02-02,1,0.94,f
5547139,Jaap,2013-03-20,,,f
1829492,Fred,2012-02-29,0.91,0.91,f
16116291,Stijn,2014-05-29,,,f
8252208,Josine,2013-08-19,0.9,1,f
673698,Adis Sophie & Panos,2011-06-07,0.71,0.67,f
77484,Annelies,2010-02-04,1,0.99,f
25527957,Teun,2015-01-03,1,0.5,f
7346720,Michel & Jantiene,2013-07-08,1,1,f
8383952,Alexander,2013-08-25,1,1,f
17864831,Lin,2014-07-09,0.6,1,f
30623973,Borja,2015-04-05,0.9,0.92,f
2966215,Valentijn,2012-07-17,0.9,0.75,f
10565382,Wouter,2013-12-11,0.91,0.9,f
6999042,Douwe&Niki,2013-06-19,1,1,f
11794055,Pauline,2014-01-30,1,0.5,f
4584622,Sacha,2013-01-04,1,1,f
9869818,Eby,2013-11-07,0.68,0.43,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
2807728,Daphne,2012-07-02,1,0.67,f
8558897,Alexander,2013-09-01,1,1,f
23558285,Cathalijne,2014-11-10,1,0,f
19697873,Rutger,2014-08-08,1,0,f
25164908,Laura,2014-12-24,0.98,0.81,f
35887671,Annemarie,2015-06-15,1,0.64,f
23017113,Kim,2014-10-27,1,0.38,t
8569982,Wendy,2013-09-01,,,f
1314459,David,2011-10-20,0.86,1,f
6477252,Paulien,2013-05-20,,,f
15724908,Carina,2014-05-19,1,1,f
2826744,Maxime,2012-07-04,1,1,f
12378207,Tom,2014-02-19,0.93,0.84,f
24369757,Hanna,2014-12-01,,,f
10175899,Martine,2013-11-21,1,1,f
3243575,Jermaine,2012-08-13,1,0,f
1739359,Gijs & Brigitte,2012-02-12,0.9,0.63,t
240194,Alexander,2010-09-20,0.97,0.55,f
10670068,Nathalie,2013-12-17,1,0.93,f
1351450,Maarten,2011-10-30,0.84,0.82,f
6673155,Ellen,2013-05-31,1,0.56,f
10563612,Nick&Alex,2013-12-11,1,0.86,t
30118557,Rowan,2015-03-27,1,1,f
2160650,Jackie,2012-04-17,0.82,0.78,f
6786456,Kari,2013-06-07,0.6,1,f
33659930,Laura,2015-05-18,0.82,0.98,f
4215391,Fem,2012-11-22,1,1,t
8211862,Coen,2013-08-17,,,f
8063023,Manon,2013-08-10,1,1,f
14599359,Frances,2014-04-22,1,0.75,f
31841390,Kar,2015-04-24,0.94,0.8,f
4898287,Quintus (Dutch Guy) & Stevie (Louisiana Girl),2013-01-29,1,1,f
10647909,Benjamin,2013-12-16,0.71,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
7289811,Jasper,2013-07-04,0.6,0.8,f
38259847,Meral,2015-07-12,0.89,0.8,f
36372635,Jan Willem,2015-06-21,0.91,1,f
34897177,Thomas,2015-06-03,1,0.89,f
4959941,Bart,2013-02-04,0.75,0.8,f
3889835,Diederik,2012-10-16,0.9,1,f
3824118,Nina,2012-10-10,1,0.94,t
36600889,Karel,2015-06-24,1,1,f
4583480,Lin&Thijs,2013-01-04,0.9,0.33,f
24279237,Sandra,2014-11-29,1,0.8,t
23799357,Rene,2014-11-16,1,0.84,f
8939849,Rienk,2013-09-19,1,0,f
23960538,Tamara,2014-11-20,1,0.9,f
768308,Kim,2011-07-02,0.85,1,f
22426493,Ferry,2014-10-12,1,0.67,f
3515031,Trudie,2012-09-09,0.92,0.78,f
2863966,Aga,2012-07-08,1,1,f
5345260,Merel,2013-03-06,0.9,0.44,f
5002800,Naomi En Maarten,2013-02-07,1,1,f
14531682,Karine,2014-04-21,,,f
5027147,Wietske,2013-02-09,1,1,f
37752056,Lizzy,2015-07-07,1,1,f
10045100,May,2013-11-16,0.67,1,f
1829492,Fred,2012-02-29,0.91,0.91,f
3281723,Marlon,2012-08-16,0.7,0.71,f
21077938,Bas,2014-09-08,1,0.93,f
14945187,Joost,2014-04-30,0.75,1,f
404169,Lizette,2011-02-22,0.8,1,f
6870134,Patrick,2013-06-12,1,0.92,f
17812907,Angelique,2014-07-08,0.9,0.96,f
6195733,Kim,2013-05-02,0.8,0.67,f
2939531,Laura,2012-07-15,0.5,1,f
5958129,Nikaya,2013-04-16,0.86,1,f
5619193,Michelle En Omar,2013-03-25,1,,f
8862576,Judith,2013-09-16,,,f
15231902,Celina,2014-05-07,0.6,0.5,f
8081197,Sergio,2013-08-11,0.97,1,f
26367200,Madelon,2015-01-19,1,0.86,t
8493544,Ellie,2013-08-28,0.75,1,f
5254323,Claire,2013-02-27,1,1,t
15041379,Surbhi,2014-05-03,0.9,0.9,f
6999042,Douwe&Niki,2013-06-19,1,1,f
382965,David,2011-02-08,0.9,0.9,f
8296479,Sarah,2013-08-21,1,1,f
2702769,Harmke,2012-06-21,0.7,,f
6452124,Hessel,2013-05-18,1,1,f
25781233,Tania,2015-01-08,1,0.95,f
4697090,Andre,2013-01-14,1,0.95,f
16032724,Dennis,2014-05-27,1,1,f
9057143,Claire,2013-09-25,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
867565,Hanneke,2011-07-25,0.75,1,f
19830910,Marlous,2014-08-11,,,f
6695478,Ekaterina,2013-06-02,1,1,t
7143096,Richard,2013-06-27,0.8,0.67,f
11040439,Angela,2014-01-05,0.53,0.65,f
3027162,Ralph,2012-07-23,1,0.97,f
18574025,Pieter,2014-07-21,1,0.33,f
262846,Walther,2010-10-15,0.67,1,f
1443641,Gideon,2011-11-26,1,1,f
331324,Riyadh And Miriam,2010-12-31,0.91,0.89,f
6088062,Sophie Victorine,2013-04-25,0.86,0.84,f
9282639,Laura,2013-10-07,1,0.88,t
1784828,Marjolein,2012-02-21,0.9,0.6,f
35688010,Jeroen & Olga,2015-06-13,1,1,f
4200665,Patty,2012-11-20,0.8,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
2838081,Twan And Linda,2012-07-05,1,,f
2444422,Frans,2012-05-23,1,1,f
7457925,Isabelle,2013-07-13,1,1,f
2329292,Cedric,2012-05-09,0.85,0.98,f
5755515,Barak,2013-04-03,0.96,1,f
11601106,Sonja,2014-01-24,0.8,1,f
14636148,Daan & Tijs,2014-04-23,0.17,1,f
13535719,Martijn,2014-03-25,1,0.8,f
704269,Inge,2011-06-15,1,1,f
202005,Annemarie,2010-08-15,1,0.67,t
457263,Daniel,2011-03-22,0.95,0.88,f
3973771,Caro,2012-10-25,1,0.71,f
8033554,Niek,2013-08-08,0.67,0.5,f
8081197,Sergio,2013-08-11,0.97,1,f
15702595,Jeffrey,2014-05-19,0.83,1,f
26555713,Cindy,2015-01-22,1,1,f
2137463,Veerle,2012-04-14,1,1,f
10316142,Remco,2013-11-28,1,1,t
4065836,Marjolein,2012-11-05,0.9,0.33,f
34109928,Jan Willem,2015-05-24,0.6,1,f
37214785,Alisa & Juul,2015-07-01,0.78,0.94,f
13661100,Galit,2014-03-29,1,,f
3448622,Cornelio,2012-09-02,0.87,0.96,f
5623699,Micheline,2013-03-25,,,f
14710236,Henry,2014-04-25,1,1,f
22370385,Frank,2014-10-10,0.83,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
670266,Ton & Fede,2011-06-06,0.89,0.95,f
4840454,Liselotte,2013-01-25,1,0.93,f
20157808,Faye,2014-08-17,1,1,f
20148450,Willem,2014-08-17,0.97,1,f
11676491,Carlo,2014-01-27,,,f
669178,Sammy,2011-06-06,0.99,1,f
8873400,Bas,2013-09-16,1,0.88,t
1464510,Michiel,2011-12-02,0.96,0.99,f
13250666,Wely,2014-03-18,0.6,1,f
32477883,Sheron-Joany,2015-05-03,0.91,0.87,f
23424221,Maxime,2014-11-06,1,1,f
17205525,Fraukje,2014-06-24,1,1,f
9733393,Sara,2013-10-31,1,0.92,f
7649268,Elmar,2013-07-22,0.8,0.57,f
40938927,Angela,2015-08-09,1,1,f
8969931,Margo,2013-09-21,1,1,f
2193379,Job,2012-04-22,0.9,0.69,t
32124629,Kees,2015-04-28,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
39718381,Henri,2015-07-27,1,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
16650843,Maaike,2014-06-11,1,1,f
919496,Thijs,2011-08-04,1,1,f
3550551,Liesbeth,2012-09-12,0.6,1,f
15141823,Elseb,2014-05-05,1,1,f
5022649,Jip,2013-02-09,1,0.94,f
2205020,Sophie,2012-04-23,,,f
27845449,Tamara,2015-02-16,1,0.86,f
613876,Murat,2011-05-22,1,0.83,f
7142339,Stefanos,2013-06-27,1,0.85,f
23344273,Ingrid,2014-11-04,1,0.67,f
2620833,Gil,2012-06-12,0.91,0.97,f
31193841,Lisette En Rob,2015-04-14,1,1,t
31603755,Bart,2015-04-20,1,1,f
1657181,Charlie,2012-01-26,0.63,0.88,f
7473277,Fenne,2013-07-14,0.9,0.81,f
19486655,Sjoerd,2014-08-05,0.97,0.73,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
82145,Wim,2010-02-17,1,0.71,f
10164818,Ingrid,2013-11-21,1,,f
578294,Mira,2011-05-11,1,,f
7950339,Coosje,2013-08-05,1,0.71,f
331324,Riyadh And Miriam,2010-12-31,0.91,0.89,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
5969383,Mike,2013-04-17,0.64,0.5,f
9764752,Enrico,2013-11-02,1,1,f
1829492,Fred,2012-02-29,0.91,0.91,f
13819699,Laura,2014-04-02,1,1,f
775075,Fleur,2011-07-04,0.6,0.25,f
179958,Karen,2010-07-25,1,0.95,f
31638857,Claire,2015-04-21,1,0.89,f
37984061,ChrisandEvert,2015-07-09,1,1,f
31920595,Alon,2015-04-25,1,0.67,f
7080058,Karel,2013-06-24,1,,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
3399045,Han,2012-08-28,1,1,t
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
31501610,Jaap,2015-04-19,0.8,0.5,f
16619309,Paul,2014-06-10,1,,f
8848723,Ingrid,2013-09-15,1,1,t
2841990,Xander,2012-07-05,1,0.4,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
39625751,Lin,2015-07-26,0.6,0.67,f
42399391,Jelle & Josine,2015-08-24,1,1,f
6058796,Aniek,2013-04-23,1,1,f
14133946,Kina,2014-04-10,0.95,0.83,f
2312173,Els,2012-05-07,0.75,1,f
9508014,Ksoms,2013-10-18,0.88,1,f
4632191,Doortje,2013-01-08,0.91,1,f
5290046,Roelof,2013-03-02,0.9,1,f
3966326,Hf,2012-10-24,1,0.57,f
12078856,Ryanna,2014-02-09,1,0.78,t
35355864,Hein,2015-06-09,1,0.8,f
11183499,Hendrik-Jan,2014-01-10,1,0,f
3000804,Stijn,2012-07-20,,,f
1672823,Ester,2012-01-30,1,1,t
562467,Bibies,2011-05-06,0.9,0.6,f
5030784,Wim,2013-02-10,0.6,0.6,f
38067799,Coco,2015-07-10,1,1,f
10474724,Anne,2013-12-06,1,1,f
6797351,Iris,2013-06-08,1,1,f
3327797,Myra,2012-08-21,1,0.18,f
11068328,Robin,2014-01-06,1,1,t
562467,Bibies,2011-05-06,0.9,0.6,f
23976313,Nazar,2014-11-20,,,f
1829492,Fred,2012-02-29,0.91,0.91,f
4665141,Chlo,2013-01-11,0.8,0.43,f
32956282,Stefan,2015-05-09,1,0.97,f
9219776,Kees & Lovisa,2013-10-04,1,0.88,f
20760864,Maarten,2014-08-31,1,1,f
15088193,Petra,2014-05-04,1,1,f
2604093,Sharon,2012-06-11,1,0.95,f
16413566,Paul,2014-06-05,0.9,1,f
20148450,Willem,2014-08-17,0.97,1,f
37658666,Ruben,2015-07-06,1,1,f
562467,Bibies,2011-05-06,0.9,0.6,f
7407134,Danique,2013-07-10,0.9,1,f
23928874,Lieke,2014-11-19,0.94,1,f
5889663,Tim,2013-04-12,0.8,0.66,f
12005339,Fleur,2014-02-06,1,0,f
6681879,Walter,2013-06-01,1,1,f
22691558,Lilian,2014-10-18,1,0.89,f
7045629,Paula,2013-06-22,1,1,f
12409266,Patricia & Marcel,2014-02-20,0.93,0.93,f
7999104,Simon,2013-08-07,1,1,t
6224031,Luke And Elien,2013-05-04,0.93,0.89,f
36313562,Truus,2015-06-21,1,1,f
34287621,Sven,2015-05-26,1,1,t
11424173,Tom,2014-01-18,0.95,0.96,f
30063450,Gertjan,2015-03-26,1,1,f
4029713,Otto,2012-11-01,1,1,f
6485357,Monica,2013-05-20,1,1,f
1438959,Floor,2011-11-24,0.56,0.4,f
18751137,Hank,2014-07-23,1,1,f
11283885,Adam And Branka,2014-01-14,1,1,f
12479183,Koosje,2014-02-22,1,1,t
1582128,Petra,2012-01-08,0.69,1,f
3775786,Aren,2012-10-06,1,1,f
6986623,Merle,2013-06-18,1,0.75,t
6576761,Kay,2013-05-26,1,1,f
14776951,Melissa,2014-04-27,,,f
39257301,Heske,2015-07-22,0.96,0.92,f
4100482,Gert-Aldert & Eva,2012-11-09,,,f
4665141,Chlo,2013-01-11,0.8,0.43,f
12946991,Stefanie,2014-03-09,1,1,f
7020402,Eva,2013-06-20,0.4,0.93,f
3077377,Klazien,2012-07-27,0.9,1,f
17187656,Marga,2014-06-24,1,1,f
37030318,Joost,2015-06-29,1,0.67,f
11566437,Louis,2014-01-23,1,,f
25579593,Sam,2015-01-04,1,1,f
3509817,Alderik,2012-09-08,1,0.5,f
19426334,Maud,2014-08-04,0.89,0.22,f
6861784,Geert,2013-06-11,1,0.65,f
9278374,Lindsay,2013-10-07,0.9,1,f
26189419,Jimmy,2015-01-16,,,f
331324,Riyadh And Miriam,2010-12-31,0.91,0.89,f
9181817,Kasia,2013-10-02,1,0,f
42466487,Marjolijn,2015-08-25,1,0,f
37146194,Jurgen,2015-06-30,0.9,1,f
3774650,Ika,2012-10-06,1,1,f
10328790,Lilian,2013-11-29,0.69,0.91,f
26005486,Floor,2015-01-12,0.73,0.83,f
10489253,Marnix,2013-12-07,1,1,f
6139246,Jim,2013-04-29,0.8,0.79,t
3386366,Jeroen,2012-08-27,1,1,f
1908736,Roberto,2012-03-12,0.8,0.63,f
40720217,Barb,2015-08-06,0.94,0.93,f
18716269,Sebastiaanjii,2014-07-23,1,1,f
6498688,Robbert,2013-05-21,1,,f
1499996,Steef,2011-12-13,0.88,0.82,f
7428336,Boris,2013-07-11,1,,f
8777794,Jacobien,2013-09-11,1,1,t
2778131,Thomas,2012-06-29,,,f
9619140,Hidde,2013-10-24,0.86,1,f
21248199,Joren,2014-09-12,1,1,f
14590304,Femke,2014-04-22,0.8,1,f
5788956,Pieter,2013-04-05,1,1,t
8128832,Carlinke,2013-08-13,0.9,0.75,f
1464510,Michiel,2011-12-02,0.96,0.99,f
20447382,Pete,2014-08-23,1,1,f
6841929,Nanette,2013-06-10,1,0.75,f
3885680,Sophie & Nick,2012-10-16,1,0.91,f
3822344,Art,2012-10-10,0.7,0.29,f
15304144,Jasper,2014-05-09,1,0.33,f
33727742,Louise,2015-05-19,0.48,0.96,f
23120730,Liline,2014-10-29,0.6,0.78,f
15239755,Marlou,2014-05-07,,,f
13702963,Louise,2014-03-30,1,0.5,f
10328790,Lilian,2013-11-29,0.69,0.91,f
4615651,Eunice,2013-01-07,1,0.93,f
25691713,Mahaprabhu,2015-01-06,1,0.97,f
14617008,Martin,2014-04-23,1,0.77,f
3950021,"Bonnie,",2012-10-23,1,0.88,f
17517212,Sanne,2014-07-01,0.89,1,f
5503328,Marleen,2013-03-17,1,1,f
37214785,Alisa & Juul,2015-07-01,0.78,0.94,f
19576313,Tessa,2014-08-06,1,1,f
42030151,Klara,2015-08-20,1,1,f
13179284,Ewoud,2014-03-16,1,1,t
2079597,Tatiana,2012-04-05,1,0.88,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
14880059,Bert,2014-04-29,1,1,f
27595053,Sven,2015-02-11,1,1,f
7937402,Emille,2013-08-04,0.97,0.18,f
18918929,Christiaan,2014-07-26,1,1,f
7399322,Omar,2013-07-10,0.9,,f
4002786,Eva,2012-10-29,1,0.73,f
5545432,Marvin,2013-03-20,1,0.85,f
3194733,Kim,2012-08-08,0.9,1,f
2580835,Charlotte,2012-06-08,1,0.97,f
36856736,Sophie,2015-06-27,0.7,1,f
3194623,Michelle,2012-08-08,0.75,0.2,t
6102164,Annika,2013-04-26,0.6,0.75,f
20322584,Alies,2014-08-20,1,1,t
41913735,Hendrik,2015-08-19,1,1,f
14597815,Eva,2014-04-22,0.75,1,f
18085398,Huib,2014-07-14,,1,f
10947266,Heleen,2014-01-01,1,1,f
34011660,Evelien,2015-05-22,1,1,f
15602317,Mahshid,2014-05-16,,,f
11149980,Wietze,2014-01-09,0.96,0.62,f
6999042,Douwe&Niki,2013-06-19,1,1,f
1118702,Caroline And Tom,2011-09-06,0.87,0.53,f
21914885,Martijn,2014-09-29,1,1,f
562467,Bibies,2011-05-06,0.9,0.6,f
8808508,Karin,2013-09-13,0.89,0.86,f
6030833,Sjors,2013-04-21,1,0.53,t
21369766,Julie & Bernard,2014-09-15,0.87,0.5,t
2075099,Becky,2012-04-05,0.86,1,f
8081197,Sergio,2013-08-11,0.97,1,f
28304643,Audny,2015-02-24,1,1,f
4179993,Sophie,2012-11-18,0.71,0.75,f
16416990,Lotte,2014-06-05,1,1,f
8558897,Alexander,2013-09-01,1,1,f
16604024,Heleen,2014-06-10,0.94,0.5,f
17812907,Angelique,2014-07-08,0.9,0.96,f
4536924,Ben,2012-12-31,1,1,f
3888519,Micha,2012-10-16,1,0.67,f
3555601,Junior & Geert,2012-09-13,0.8,1,f
2329292,Cedric,2012-05-09,0.85,0.98,f
7976658,Maud,2013-08-06,1,1,f
3596023,Claudia,2012-09-17,1,0.72,f
6423069,Robert,2013-05-16,1,1,f
17202471,Mans,2014-06-24,0.9,0.91,f
11969401,Alexandra,2014-02-05,1,,f
6299692,Mirjam,2013-05-09,0.9,0.71,f
86977,Sharon,2010-03-01,1,0.97,f
77484,Annelies,2010-02-04,1,0.99,f
7371453,Ivo,2013-07-09,1,1,f
4838608,Elodie,2013-01-25,1,1,f
13527034,Veerle,2014-03-25,0.9,1,f
16488602,Kasper,2014-06-07,0.9,0.75,f
22213438,Baus,2014-10-06,,,f
14465690,Joris,2014-04-19,1,0.92,t
10967048,Cat,2014-01-02,0.6,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
8809927,Eveline,2013-09-13,1,,f
3587641,Lizzy,2012-09-16,1,0.36,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
29168107,Kim,2015-03-11,0.8,1,f
6062851,Steven Van,2013-04-23,1,1,f
13221352,Irmina,2014-03-17,1,1,f
41556463,Jasper,2015-08-15,0.96,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
5679723,Marius,2013-03-29,1,1,f
18154209,Harm,2014-07-15,0.8,1,f
12527798,Janneke,2014-02-24,1,1,t
11751874,Jeffrey,2014-01-29,0.97,0.98,f
4379165,Katya,2012-12-11,1,0.92,f
2540150,Marcel,2012-06-04,,,f
6804118,Tom,2013-06-08,1,0.74,f
3171327,Saskia,2012-08-06,,,f
10009103,Charlotte,2013-11-14,1,0.77,f
12314726,Babs,2014-02-17,0.73,0.86,f
39733660,Nick,2015-07-27,0.85,0.96,f
7438957,Sharon,2013-07-12,1,1,f
35279755,Ivana,2015-06-08,0.9,0.67,f
2561138,Freek,2012-06-06,1,1,f
1640702,Jouri,2012-01-23,0.88,1,f
24413800,Anne,2014-12-02,,,f
30098889,Jurre,2015-03-27,1,,f
2665475,Astrid,2012-06-17,0.9,0.7,f
10009103,Charlotte,2013-11-14,1,0.77,f
9520818,Els,2013-10-19,0.6,1,f
10321036,Isabelle & Sjoerd Amazing Apartment,2013-11-28,,,f
31024638,Roy,2015-04-11,1,1,f
7211583,Julie,2013-07-01,0.86,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
6999042,Douwe&Niki,2013-06-19,1,1,f
22923325,Pauline,2014-10-24,1,,f
4277644,Wout,2012-11-29,0.8,,f
8546001,Rob,2013-08-31,1,0.8,f
8642237,Simone,2013-09-05,0.25,0.8,f
6269252,Juan,2013-05-07,0.86,0.9,f
25304400,Obrad,2014-12-28,1,1,f
38243465,Fedde,2015-07-12,0.83,0.95,f
32327823,Whitney,2015-05-01,0.57,1,f
17607907,Karin,2014-07-03,0.88,1,f
41921005,Savine,2015-08-19,1,1,f
2567074,Thomas,2012-06-06,0.8,0.35,f
24969511,Ninette,2014-12-18,,,f
16568453,Jasmine,2014-06-09,0.8,1,t
4909610,Titus,2013-01-30,1,0.75,f
13552775,Laurens,2014-03-26,0.91,0.67,t
33995174,Tamas,2015-05-22,0.56,0,f
